crop_name,temperature,rainfall,soil_ph,market_demand
Cotton,25,56,6.6,9
Wheat,32,93,7.0,1
Millet,24,271,7.0,1
Rice,36,218,6.7,9
Peanut,32,96,6.9,4
Sugarcane,39,75,5.2,2
Millet,39,263,7.2,8
Barley,15,241,6.4,8
Sugarcane,29,117,7.2,6
Cotton,29,237,5.9,4
Maize,38,96,7.1,5
Millet,21,204,7.2,1
Maize,18,212,5.7,6
Peanut,15,299,7.1,2
Peanut,12,122,7.1,9
Barley,34,141,5.2,8
Wheat,16,181,5.1,3
Rice,28,181,5.1,9
Wheat,19,251,6.7,8
Wheat,23,75,7.0,8
Cotton,27,71,6.9,2
Sugarcane,35,88,7.5,2
Cotton,34,104,6.3,7
Rice,27,204,6.0,5
Millet,20,248,6.2,2
Cotton,20,222,7.3,8
Maize,17,185,6.7,9
Rice,12,138,7.0,8
Barley,36,157,6.9,5
Cotton,38,106,5.9,7
Barley,10,82,5.4,9
Wheat,26,133,7.1,6
Maize,34,185,6.8,5
Maize,32,113,6.6,9
Rice,13,88,6.0,6
Soybean,11,82,6.9,9
Barley,14,194,6.0,6
Cotton,12,136,7.2,7
Millet,37,297,7.1,3
Barley,39,50,7.0,7
Soybean,31,255,7.0,2
Maize,23,188,5.8,7
Soybean,24,173,6.2,5
Rice,32,259,5.4,1
Cotton,10,85,6.9,8
Cotton,19,63,7.4,1
Soybean,25,205,5.9,6
Millet,28,187,6.1,4
Rice,12,202,7.5,5
Rice,14,181,5.3,9
Soybean,30,288,6.7,5
Sorghum,13,149,7.1,5
Maize,12,246,6.5,5
Sugarcane,23,57,6.4,1
Wheat,28,50,5.5,8
Sugarcane,35,90,6.4,4
Rice,15,107,6.7,5
Maize,23,164,5.6,7
Rice,37,212,5.3,6
Sorghum,17,264,6.2,8
Maize,13,122,6.8,2
Sorghum,19,81,7.0,5
Maize,31,95,6.1,7
Sorghum,10,71,5.2,3
Maize,20,230,5.4,8
Maize,31,132,7.1,6
Barley,17,138,7.0,8
Millet,13,120,7.2,7
Cotton,21,130,5.3,1
Barley,36,115,5.9,5
Maize,32,220,6.7,2
Barley,35,222,7.4,8
Rice,26,104,6.8,5
Soybean,37,197,6.2,5
Cotton,13,142,6.7,6
Rice,32,222,6.0,8
Peanut,10,212,6.0,2
Millet,27,121,6.6,2
Millet,12,62,6.0,3
Sorghum,32,247,7.5,2
Peanut,26,272,7.3,5
Millet,12,288,5.7,7
Soybean,21,91,5.4,1
Cotton,13,159,5.1,2
Wheat,23,174,7.4,5
Rice,28,240,5.9,4
Peanut,37,147,7.0,7
Maize,16,206,7.5,9
Barley,33,179,5.9,5
Soybean,27,72,7.1,6
Cotton,35,99,5.9,9
Peanut,34,144,5.7,7
Sugarcane,34,147,6.4,9
Maize,10,191,7.0,4
Sugarcane,25,182,5.3,7
Barley,12,263,6.7,6
Sorghum,24,291,6.0,3
Barley,21,54,5.5,2
Soybean,23,277,6.6,4
Maize,13,181,5.3,5
Sorghum,34,127,6.6,9
Maize,29,191,7.5,6
Peanut,18,151,6.4,9
Peanut,23,70,7.1,3
Rice,23,192,6.2,6
Millet,28,194,5.3,7
Cotton,20,167,6.2,4
Rice,35,144,6.5,3
Peanut,17,227,5.3,7
Cotton,16,275,7.2,7
Maize,29,260,6.8,6
Barley,15,253,6.5,8
Cotton,29,254,5.0,4
Millet,24,225,6.2,4
Barley,39,116,5.6,8
Rice,29,237,6.4,7
Soybean,38,100,6.6,7
Sorghum,18,154,6.2,1
Barley,20,288,5.5,1
Cotton,11,94,6.2,4
Barley,17,283,5.9,1
Sugarcane,19,284,7.3,3
Sorghum,19,66,7.0,9
Cotton,29,136,5.4,8
Sugarcane,29,229,7.4,1
Wheat,29,133,6.1,8
Maize,12,93,6.9,9
Barley,30,222,6.8,3
Cotton,24,86,6.7,6
Soybean,38,56,5.1,8
Barley,20,202,5.7,2
Wheat,17,116,5.2,8
Sugarcane,30,60,6.9,7
Wheat,26,264,6.0,9
Soybean,33,258,7.0,8
Maize,38,203,6.6,4
Millet,28,154,6.1,7
Sorghum,36,196,5.5,4
Peanut,14,216,5.3,5
Peanut,25,173,6.3,4
Sorghum,32,139,6.6,5
Soybean,23,274,7.3,8
Sugarcane,30,124,7.4,9
Sugarcane,10,154,5.7,4
Sorghum,21,246,5.3,9
Rice,14,80,6.5,9
Wheat,11,125,7.5,2
Millet,21,227,6.0,2
Sorghum,38,279,6.3,1
Wheat,17,100,6.9,4
Cotton,12,112,5.7,2
Millet,12,241,7.3,4
Wheat,32,183,5.4,8
Rice,19,267,5.2,8
Barley,13,284,5.2,4
Millet,23,222,6.6,4
Millet,24,217,5.5,3
Wheat,11,100,7.2,1
Wheat,29,107,6.7,9
Maize,23,238,5.7,7
Barley,36,68,6.8,2
Maize,20,178,5.5,6
Sorghum,39,210,5.2,1
Wheat,13,165,6.0,3
Millet,17,299,7.2,7
Sorghum,26,92,6.4,5
Cotton,23,160,5.7,9
Wheat,23,193,6.8,7
Rice,31,223,5.9,5
Wheat,31,114,5.4,7
Cotton,34,181,6.0,8
Rice,24,116,6.5,7
Barley,18,268,6.3,5
Sorghum,19,268,7.2,3
Maize,31,183,5.2,5
Barley,19,226,7.3,3
Sugarcane,10,159,7.5,2
Millet,27,293,6.0,5
Sorghum,39,192,5.1,1
Cotton,15,104,7.2,8
Cotton,26,84,5.9,7
Millet,33,196,5.9,1
Soybean,28,203,6.4,5
Peanut,21,256,7.0,1
Rice,20,63,5.8,7
Maize,32,275,6.7,7
Soybean,29,291,6.9,2
Rice,38,224,6.9,8
Soybean,10,229,5.4,7
Millet,25,217,6.3,2
Barley,16,211,6.2,9
Soybean,30,268,6.9,1
Millet,26,275,6.6,5
Sorghum,15,89,7.2,4
Barley,16,195,6.3,6
Rice,19,205,7.3,8
Soybean,36,259,7.0,1
Rice,34,124,6.6,9
Wheat,31,206,6.0,7
Peanut,10,229,5.0,1
Soybean,31,296,6.2,6
Sorghum,27,277,6.5,9
Millet,32,142,6.2,5
Cotton,29,299,5.2,9
Wheat,33,143,7.1,9
Wheat,12,207,6.0,8
Sorghum,35,51,7.2,1
Cotton,28,194,7.2,7
Barley,15,85,6.2,2
Barley,18,253,6.3,5
Barley,38,160,7.0,3
Cotton,33,70,6.3,7
Barley,18,121,6.8,5
Rice,37,139,5.4,6
Wheat,31,59,5.2,9
Sugarcane,28,276,5.1,4
Maize,15,299,5.1,7
Wheat,14,186,5.7,4
Millet,15,67,5.6,7
Barley,29,128,5.5,4
Soybean,33,179,5.9,3
Wheat,29,243,5.1,3
Cotton,38,227,7.4,7
Peanut,37,188,5.1,5
Soybean,30,131,7.0,4
Sorghum,14,294,6.1,6
Millet,11,110,7.0,8
Rice,27,126,5.9,8
Maize,17,189,6.6,4
Wheat,32,120,6.8,8
Sorghum,37,77,7.3,8
Maize,34,82,5.4,9
Wheat,17,172,6.7,2
Barley,16,281,6.3,2
Sorghum,19,154,5.1,5
Barley,26,90,5.1,8
Cotton,22,146,6.6,1
Sugarcane,29,250,5.9,2
Rice,29,123,6.5,3
Maize,31,103,6.4,9
Rice,30,91,5.0,8
Maize,36,216,5.5,4
Sorghum,17,203,7.1,3
Soybean,19,61,6.9,6
Soybean,16,215,7.0,1
Barley,16,200,6.1,3
Barley,34,176,6.2,3
Wheat,22,186,5.2,2
Peanut,35,66,7.2,5
Maize,16,182,5.7,6
Barley,19,178,7.4,6
Millet,20,74,6.5,5
Barley,26,200,5.1,1
Cotton,13,239,6.2,5
Millet,26,136,6.9,2
Sugarcane,27,116,6.1,8
Soybean,25,56,5.5,9
Sugarcane,21,198,7.4,2
Wheat,20,144,7.0,7
Soybean,39,208,6.6,5
Millet,26,180,7.3,5
Peanut,32,97,5.4,9
Barley,22,195,6.9,2
Maize,11,200,5.6,3
Sorghum,32,138,5.7,1
Soybean,33,204,5.8,4
Wheat,22,51,6.7,2
Millet,34,97,6.0,4
Millet,30,85,5.1,3
Barley,28,174,6.3,4
Sorghum,33,111,7.3,4
Soybean,22,124,7.1,3
Peanut,39,266,5.7,6
Sorghum,11,70,5.7,6
Sorghum,39,157,5.2,5
Wheat,18,287,5.6,1
Soybean,29,177,6.4,9
Maize,23,262,6.8,8
Maize,28,182,6.7,6
Wheat,33,252,6.2,7
Sugarcane,22,154,6.7,5
Peanut,21,148,6.3,2
Peanut,38,289,5.8,5
Rice,20,60,6.0,8
Soybean,17,194,5.1,3
Maize,17,213,5.2,2
Millet,27,205,6.9,7
Peanut,30,58,7.3,7
Sugarcane,14,288,6.7,4
Barley,35,193,6.7,4
Barley,29,148,6.1,8
Barley,17,254,7.1,4
Cotton,15,228,6.7,4
Wheat,22,109,6.3,6
Peanut,12,251,7.1,5
Millet,18,286,6.2,5
Maize,37,98,5.2,8
Millet,39,157,5.6,4
Peanut,28,81,6.3,2
Rice,12,196,5.6,3
Maize,31,59,5.5,6
Millet,12,155,5.4,2
Rice,13,298,6.5,8
Soybean,35,285,5.4,8
Wheat,27,180,6.9,7
Soybean,22,194,5.7,6
Sorghum,32,127,5.6,7
Soybean,29,162,5.6,4
Millet,30,235,5.1,4
Soybean,30,296,6.3,9
Wheat,30,86,7.4,4
Cotton,33,62,5.7,6
Wheat,26,174,5.3,6
